id,state,account length,area code,phone number,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn,val
555,FL,64,548,410-7108,no,yes,31,228.6,88,38.86,248.5,109,21.12,167.1,124,7.52,9.0,1,2.43,3,False,548
571,FL,136,559,397-9333,yes,no,0,199.2,122,33.86,214.7,114,18.25,150.9,105,6.79,11.8,7,3.19,1,False,559
577,FL,110,565,398-6703,no,no,0,242.5,110,41.23,162.3,140,13.8,184.1,86,8.28,7.8,3,2.11,4,False,565
592,FL,106,576,389-6955,no,no,0,159.6,94,27.13,276.8,118,23.53,223.5,65,10.06,8.8,3,2.38,0,False,576
593,FL,31,578,402-3634,no,no,0,165.4,84,28.12,203.7,107,17.31,201.7,65,9.08,8.2,1,2.21,1,False,578
597,FL,119,580,345-7117,no,no,0,109.2,96,18.56,153.1,80,13.01,240.0,102,10.8,9.8,5,2.65,2,False,580
598,FL,90,581,353-5257,no,yes,24,71.2,82,12.1,181.6,103,15.44,186.9,111,8.41,12.9,1,3.48,1,False,581
601,FL,153,584,399-8846,no,no,0,228.9,102,38.91,160.7,136,13.66,203.1,109,9.14,12.5,2,3.38,0,False,584
605,GA,98,587,372-9976,no,no,0,126.3,102,21.47,166.8,85,14.18,187.8,135,8.45,9.4,2,2.54,3,False,587
626,GA,58,609,389-9120,no,no,0,165.4,100,28.12,115.7,87,9.83,193.8,118,8.72,12.8,5,3.46,2,False,609
635,GA,160,617,335-8836,no,no,0,174.3,105,29.63,171.3,107,14.56,220.8,131,9.94,8.3,2,2.24,0,False,617
636,GA,189,617,336-3488,no,no,0,227.4,84,38.66,176.0,81,14.96,206.1,120,9.27,6.3,4,1.7,2,False,617
643,GA,202,620,351-2589,no,no,0,115.4,137,19.62,178.7,70,15.19,185.7,113,8.36,6.0,3,1.62,3,False,620
645,GA,74,622,340-8245,no,yes,31,249.4,70,42.4,209.5,59,17.81,180.6,75,8.13,9.9,2,2.67,4,False,622
647,GA,120,623,409-6753,no,no,0,98.2,99,16.69,186.7,85,15.87,146.7,96,6.6,9.3,4,2.51,2,False,623
654,GA,93,627,371-2155,no,no,0,179.5,121,30.52,191.9,131,16.31,165.5,125,7.45,12.0,4,3.24,0,False,627
656,GA,98,628,388-8797,no,no,0,169.9,77,28.88,138.3,155,11.76,142.6,105,6.42,8.5,7,2.3,1,False,628
657,GA,122,629,411-5677,yes,no,0,140.0,101,23.8,196.4,77,16.69,120.1,133,5.4,9.7,4,2.62,4,True,629
659,HI,85,630,362-5889,no,no,0,235.8,109,40.09,157.2,94,13.36,188.2,99,8.47,12.0,3,3.24,0,False,630
687,HI,79,642,334-5263,no,no,0,41.9,124,7.12,211.0,95,17.94,237.9,55,10.71,11.4,5,3.08,1,False,642
697,HI,105,647,383-6489,no,no,0,211.1,99,35.89,176.7,66,15.02,221.5,96,9.97,14.7,7,3.97,4,False,647
702,HI,24,652,329-8788,no,no,0,235.6,132,40.05,115.9,129,9.85,185.4,136,8.34,16.2,2,4.37,0,False,652
706,HI,24,654,398-4431,no,no,0,156.2,104,26.55,90.0,101,7.65,205.1,116,9.23,7.3,5,1.97,1,False,654
708,HI,150,655,370-1465,no,no,0,214.0,117,36.38,192.4,89,16.35,242.6,99,10.92,7.9,4,2.13,1,False,655
720,IA,130,667,361-5277,no,no,0,150.4,119,25.57,230.5,99,19.59,186.3,76,8.38,12.3,4,3.32,1,False,667
721,IA,98,668,338-7886,no,no,0,216.8,86,36.86,190.8,114,16.22,187.5,79,8.44,11.0,9,2.97,0,False,668
732,IA,118,675,332-4289,no,no,0,136.1,120,23.14,204.2,103,17.36,228.2,90,10.27,11.3,4,3.05,1,False,675
733,IA,129,675,398-7978,no,no,0,216.0,85,36.72,186.9,114,15.89,210.7,109,9.48,4.9,10,1.32,2,False,675
750,IA,79,690,344-6935,no,yes,17,167.9,114,28.54,243.7,93,20.71,211.9,114,9.54,9.1,2,2.46,1,False,690
751,IA,123,690,420-6052,no,no,0,204.4,88,34.75,137.5,111,11.69,226.0,100,10.17,10.0,4,2.7,0,False,690
754,IA,45,692,399-5763,no,no,0,211.3,87,35.92,165.7,97,14.08,265.9,72,11.97,13.3,6,3.59,1,False,692
760,ID,97,697,328-3266,no,no,0,239.8,125,40.77,214.8,111,18.26,143.3,81,6.45,8.7,5,2.35,2,False,697
764,ID,74,700,365-9696,no,no,0,221.1,124,37.59,110.8,94,9.42,240.1,112,10.8,10.6,3,2.86,0,False,700
765,ID,79,700,341-1647,no,yes,21,264.3,79,44.93,202.8,118,17.24,173.4,92,7.8,6.3,3,1.7,4,False,700
768,ID,46,701,384-1833,no,no,0,124.8,133,21.22,157.3,143,13.37,199.3,72,8.97,8.6,4,2.32,2,False,701
770,ID,83,704,345-5980,yes,yes,32,94.7,111,16.1,154.4,98,13.12,200.4,109,9.02,10.6,6,2.86,2,False,704
771,ID,77,704,356-3403,no,no,0,189.5,112,32.22,207.0,95,17.6,214.1,91,9.63,9.2,7,2.48,0,False,704
777,ID,144,707,402-3476,no,yes,33,251.6,87,42.77,197.6,118,16.8,209.2,97,9.41,12.2,3,3.29,2,False,707
778,ID,31,707,389-5649,no,no,0,177.3,129,30.14,152.8,105,12.99,162.9,92,7.33,5.1,2,1.38,0,False,707
795,ID,60,718,408-6676,no,no,0,221.1,106,37.59,178.6,48,15.18,202.7,90,9.12,7.4,3,2.0,1,False,718
800,ID,170,721,343-2465,no,yes,37,178.1,130,30.28,242.8,103,20.64,243.0,93,10.93,13.0,4,3.51,0,False,721
801,ID,92,724,405-4606,no,yes,31,172.3,116,29.29,266.2,91,22.63,228.2,90,10.27,11.8,5,3.19,1,False,724
802,ID,134,724,345-4473,no,no,0,204.7,108,34.8,143.1,105,12.16,165.8,84,7.46,11.0,4,2.97,6,False,724
803,ID,104,725,403-6565,no,no,0,97.2,88,16.52,155.6,85,13.23,261.6,105,11.77,12.4,5,3.35,0,False,725
807,ID,83,731,350-4297,no,no,0,159.3,104,27.08,202.3,98,17.2,229.0,73,10.31,9.5,3,2.57,2,False,731
809,ID,92,731,394-4260,no,no,0,197.2,113,33.52,242.3,116,20.6,192.0,76,8.64,11.0,5,2.97,2,False,731
821,ID,78,743,332-2650,no,no,0,103.5,115,17.6,117.9,102,10.02,201.0,94,9.05,12.0,3,3.24,4,True,743
825,ID,103,745,391-7528,no,no,0,70.9,134,12.05,134.5,112,11.43,168.8,164,7.6,12.0,6,3.24,2,False,745
840,IL,129,756,395-1718,no,no,0,198.4,91,33.73,264.7,106,22.5,111.4,101,5.01,9.2,2,2.48,2,False,756
850,IL,86,761,395-7435,yes,no,0,266.1,120,45.24,182.0,92,15.47,206.5,103,9.29,10.3,4,2.78,1,False,761
856,IL,65,768,369-8871,no,no,0,192.0,89,32.64,139.5,88,11.86,187.4,102,8.43,5.5,4,1.49,2,False,768
863,IL,71,773,397-8051,no,no,0,207.0,112,35.19,173.8,96,14.77,178.4,61,8.03,12.1,3,3.27,1,False,773
875,IL,138,785,405-2209,yes,no,0,268.4,81,45.63,174.4,115,14.82,193.5,96,8.71,11.6,4,3.13,1,False,785
876,IL,142,787,334-2800,no,yes,38,163.3,104,27.76,136.0,114,11.56,249.1,127,11.21,4.3,6,1.16,0,False,787
879,IL,98,789,351-3316,yes,no,0,158.4,71,26.93,306.6,66,26.06,144.2,93,6.49,2.1,4,0.57,1,False,789
883,IL,117,790,372-1115,no,no,0,201.9,86,34.32,212.3,96,18.05,176.9,98,7.96,7.8,10,2.11,1,False,790
884,IL,57,792,403-6237,no,yes,30,179.2,105,30.46,283.2,83,24.07,228.1,77,10.26,14.7,5,3.97,1,False,792
885,IL,71,792,330-7137,yes,no,0,186.1,114,31.64,198.6,140,16.88,206.5,80,9.29,13.8,5,3.73,4,True,792
886,IN,65,793,329-6603,no,no,0,129.1,137,21.95,228.5,83,19.42,208.8,111,9.4,12.7,6,3.43,4,True,793
892,IN,65,799,388-9568,no,no,0,213.4,111,36.28,234.5,94,19.93,250.1,123,11.25,2.7,4,0.73,1,False,799
906,IN,100,810,397-6255,no,no,0,216.2,107,36.75,215.6,84,18.33,138.4,127,6.23,10.2,3,2.75,0,False,810
917,IN,101,824,332-9118,no,yes,42,209.2,82,35.56,159.7,74,13.57,181.6,100,8.17,9.5,3,2.57,0,False,824
932,IN,88,841,354-7201,no,no,0,183.5,93,31.2,170.5,80,14.49,193.8,88,8.72,8.3,5,2.24,3,False,841
936,IN,81,842,347-6717,no,yes,46,168.3,124,28.61,270.9,103,23.03,222.5,98,10.01,6.7,2,1.81,4,False,842
943,IN,156,846,329-8669,no,no,0,237.7,122,40.41,181.5,91,15.43,185.7,151,8.36,7.7,4,2.08,1,False,846
948,IN,100,852,406-7643,no,yes,32,125.2,123,21.28,230.9,101,19.63,192.0,106,8.64,12.6,9,3.4,3,False,852
951,IN,115,853,370-9622,no,no,0,226.4,101,38.49,276.8,60,23.53,213.4,82,9.6,12.3,4,3.32,3,True,853
953,IN,65,854,336-4960,no,no,0,207.7,109,35.31,217.5,117,18.49,125.6,111,5.65,8.0,5,2.16,1,False,854
955,IN,58,855,406-8445,no,yes,22,224.1,127,38.1,238.8,85,20.3,174.2,86,7.84,11.5,7,3.11,2,False,855
966,KS,143,860,407-2081,no,yes,24,186.6,69,31.72,222.0,116,18.87,234.9,138,10.57,11.6,5,3.13,1,False,860
967,KS,110,860,383-1657,yes,no,0,293.3,79,49.86,188.5,90,16.02,266.9,91,12.01,14.5,4,3.92,0,True,860
973,KS,68,865,414-9054,no,no,0,159.5,123,27.12,240.8,93,20.47,210.3,76,9.46,11.4,3,3.08,1,False,865
975,KS,149,866,340-3500,no,no,0,217.7,91,37.01,273.5,74,23.25,226.9,99,10.21,9.6,3,2.59,3,False,866
976,KS,110,868,369-8024,yes,yes,27,267.9,103,45.54,263.3,74,22.38,178.1,106,8.01,8.3,2,2.24,1,True,868
978,KS,124,870,371-6990,no,no,0,158.6,104,26.96,211.2,77,17.95,179.3,104,8.07,10.2,8,2.75,3,False,870
984,KS,128,877,347-7773,no,no,0,103.3,122,17.56,245.9,123,20.9,161.1,95,7.25,6.4,7,1.73,0,False,877
986,KS,131,877,401-5012,no,yes,28,249.6,87,42.43,227.2,138,19.31,239.9,92,10.8,7.6,3,2.05,3,False,877
987,KS,36,877,368-8835,no,no,0,178.6,83,30.36,213.1,103,18.11,198.0,119,8.91,10.9,5,2.94,1,False,877
989,KS,24,878,369-5449,no,no,0,243.0,91,41.31,183.9,77,15.63,184.3,109,8.29,15.3,6,4.13,0,True,878
990,KS,87,879,343-3961,no,no,0,115.4,90,19.62,262.6,68,22.32,245.7,69,11.06,13.1,5,3.54,2,False,879
1000,KS,57,887,363-8424,no,yes,37,201.2,76,34.2,280.1,122,23.81,154.2,110,6.94,11.8,1,3.19,1,False,887
1002,KS,94,999,375-8505,no,yes,28,233.2,88,39.64,113.3,102,9.63,118.0,71,5.31,16.1,4,4.35,0,False,999
1011,KS,91,999,382-8079,yes,no,0,246.4,110,41.89,182.0,98,15.47,157.6,106,7.09,12.1,2,3.27,2,True,999
1023,KS,101,999,347-9968,no,no,0,231.3,87,39.32,224.7,88,19.1,214.6,69,9.66,7.2,7,1.94,1,False,999
1029,KY,80,999,375-3586,no,no,0,209.9,74,35.68,195.1,77,16.58,208.2,119,9.37,8.8,4,2.38,2,False,999
1031,KY,151,999,396-8265,no,yes,17,214.7,97,36.5,138.5,90,11.77,169.1,44,7.61,8.6,4,2.32,1,False,999
1032,KY,119,999,411-7649,no,no,0,222.8,122,37.88,163.2,107,13.87,160.6,112,7.23,11.2,6,3.02,1,False,999
1033,KY,54,999,356-1420,no,no,0,159.8,99,27.17,264.0,64,22.44,115.7,70,5.21,9.7,7,2.62,2,False,999
1043,KY,111,999,376-9513,no,no,0,255.9,97,43.5,204.1,129,17.35,171.3,84,7.71,12.3,5,3.32,3,False,999
1045,KY,107,999,330-4419,no,no,0,157.1,79,26.71,162.6,124,13.82,150.0,138,6.75,12.1,6,3.27,1,False,999
1046,KY,71,999,403-1953,no,yes,22,141.4,107,24.04,163.0,105,13.86,220.0,99,9.9,5.6,3,1.51,2,False,999
1048,KY,108,999,393-9424,no,yes,35,169.8,136,28.87,173.7,101,14.76,214.6,105,9.66,9.5,7,2.57,2,False,999
1050,KY,88,999,405-8075,no,no,0,148.2,82,25.19,308.7,67,26.24,235.4,79,10.59,6.4,4,1.73,2,False,999
1053,KY,124,999,341-3349,no,no,0,194.0,103,32.98,241.0,116,20.49,227.5,153,10.24,11.9,5,3.21,0,False,999
1063,KY,66,999,348-8679,no,yes,33,88.8,104,15.1,109.6,94,9.32,172.7,107,7.77,7.1,9,1.92,3,False,999
1066,KY,71,999,414-5422,no,no,0,104.0,92,17.68,197.0,125,16.75,110.1,123,4.95,14.6,8,3.94,0,False,999
1067,KY,38,999,352-9947,no,yes,36,115.4,98,19.62,166.2,83,14.13,184.7,79,8.31,15.2,6,4.1,2,False,999
1074,KY,73,999,377-8309,no,no,0,234.7,102,39.9,195.7,110,16.63,253.4,71,11.4,8.4,8,2.27,2,False,999
1079,KY,56,999,347-1640,yes,no,0,177.7,114,30.21,215.6,110,18.33,236.7,67,10.65,10.5,5,2.84,1,False,999
1083,KY,135,999,414-2663,no,no,0,144.1,115,24.5,249.8,68,21.23,211.4,82,9.51,13.6,3,3.67,1,False,999
1089,LA,121,999,390-8760,no,no,0,181.5,121,30.86,218.4,98,18.56,161.6,103,7.27,8.5,5,2.3,1,False,999
1093,LA,93,999,337-9345,no,no,0,179.3,93,30.48,178.6,98,15.18,225.2,131,10.13,11.5,6,3.11,3,False,999
1099,LA,106,999,374-2073,no,no,0,220.7,120,37.52,270.2,95,22.97,121.6,113,5.47,8.7,5,2.35,1,False,999
1100,LA,108,999,380-7624,no,yes,30,276.6,99,47.02,220.1,113,18.71,177.9,95,8.01,9.8,6,2.65,2,False,999
1101,LA,115,999,386-6306,no,yes,26,170.5,107,28.99,217.2,77,18.46,225.7,71,10.16,13.6,5,3.67,6,False,999
1113,LA,111,999,367-2227,no,yes,28,128.8,104,21.9,157.3,52,13.37,147.4,76,6.63,10.3,2,2.78,2,False,999
1118,LA,150,999,381-4029,no,no,0,136.6,112,23.22,209.4,81,17.8,161.1,78,7.25,12.2,2,3.29,4,True,999
1121,LA,40,999,367-9257,no,no,0,109.4,107,18.6,244.7,102,20.8,276.9,123,12.46,7.1,7,1.92,0,False,999
1123,LA,163,999,371-5875,no,yes,23,224.0,126,38.08,233.5,89,19.85,293.9,104,13.23,8.8,4,2.38,1,False,999
1129,LA,153,999,350-2075,no,no,0,166.8,127,28.36,143.5,121,12.2,210.7,130,9.48,11.8,4,3.19,0,False,999
1138,MA,78,999,353-3305,no,no,0,130.8,64,22.24,223.7,116,19.01,227.8,108,10.25,10.0,5,2.7,1,False,999
1150,MA,62,999,386-2810,yes,no,0,159.7,86,27.15,197.5,76,16.79,121.6,105,5.47,13.9,6,3.75,0,True,999
1153,MA,136,999,367-8168,yes,no,0,199.6,89,33.93,211.4,96,17.97,72.4,84,3.26,11.0,4,2.97,3,True,999
1155,MA,160,999,387-3332,no,no,0,166.8,109,28.36,236.0,117,20.06,307.6,77,13.84,9.3,1,2.51,1,False,999
1161,MA,40,999,351-7005,no,yes,31,224.7,69,38.2,134.5,81,11.43,120.3,104,5.41,7.5,5,2.03,1,True,999
1162,MA,56,999,401-3622,no,no,0,253.2,95,43.04,188.0,116,15.98,142.0,133,6.39,4.4,4,1.19,1,False,999
1166,MA,57,999,352-4541,no,no,0,154.2,78,26.21,196.7,85,16.72,253.5,97,11.41,10.1,9,2.73,1,False,999
1167,MA,102,999,392-1734,no,yes,31,125.3,92,21.3,141.2,108,12.0,168.2,68,7.57,6.3,2,1.7,3,False,999
1171,MA,112,999,358-7379,no,yes,17,183.2,95,31.14,252.8,125,21.49,156.7,95,7.05,9.7,3,2.62,0,False,999
1175,MA,81,999,403-4200,no,no,0,220.8,77,37.54,148.5,87,12.62,183.9,100,8.28,7.6,3,2.05,2,False,999
1184,MA,145,999,381-7003,no,no,0,175.8,89,29.89,274.3,119,23.32,226.6,69,10.2,12.4,4,3.35,1,False,999
1193,MA,132,999,343-5372,no,yes,25,113.2,96,19.24,269.9,107,22.94,229.1,87,10.31,7.1,7,1.92,2,False,999
1194,MA,67,999,357-6348,no,yes,34,161.7,114,27.49,207.6,115,17.65,205.7,114,9.26,9.2,4,2.48,0,False,999
1196,MA,122,999,371-3498,no,yes,29,195.4,83,33.22,268.2,93,22.8,168.0,95,7.56,8.4,6,2.27,3,False,999
1197,MA,93,999,341-7412,no,no,0,173.0,131,29.41,190.4,108,16.18,290.0,66,13.05,10.4,2,2.81,0,False,999
1199,MA,93,999,368-3287,no,yes,31,237.2,85,40.32,213.1,100,18.11,192.7,87,8.67,10.7,4,2.89,1,False,999
1201,MA,58,999,359-2740,no,yes,30,178.1,111,30.28,236.7,109,20.12,264.0,118,11.88,8.4,2,2.27,0,False,999
1203,MD,70,999,333-1967,no,no,0,170.2,98,28.93,155.2,102,13.19,228.6,76,10.29,15.0,2,4.05,1,False,999
1212,MD,45,999,350-1040,no,no,0,78.2,127,13.29,253.4,108,21.54,255.0,100,11.48,18.0,3,4.86,1,False,999
1213,MD,98,999,338-6283,no,no,0,206.5,92,35.11,176.2,152,14.98,232.8,115,10.48,12.4,5,3.35,5,False,999
1214,MD,112,999,336-5702,no,no,0,170.4,103,28.97,200.2,71,17.02,258.3,100,11.62,11.6,4,3.13,1,False,999
1219,MD,52,999,352-1798,no,no,0,209.8,114,35.67,171.3,82,14.56,154.6,119,6.96,9.9,9,2.67,4,False,999
1223,MD,86,999,329-2789,no,no,0,226.3,88,38.47,223.0,107,18.96,255.6,92,11.5,13.0,3,3.51,4,False,999
1235,MD,75,999,367-9765,no,yes,39,198.2,107,33.69,280.4,132,23.83,129.6,73,5.83,11.3,7,3.05,1,False,999
1249,MD,71,999,386-3766,no,yes,31,115.4,90,19.62,217.4,78,18.48,239.9,102,10.8,13.1,4,3.54,1,False,999
1252,MD,130,999,364-9567,no,yes,45,174.5,120,29.67,217.5,95,18.49,220.3,67,9.91,12.2,2,3.29,1,False,999
1255,MD,111,999,372-8883,no,no,0,123.1,88,20.93,213.9,84,18.18,184.9,88,8.32,12.0,2,3.24,5,True,999
1256,MD,102,999,386-9774,no,no,0,129.5,56,22.02,354.2,118,30.11,145.5,93,6.55,10.9,3,2.94,1,False,999
1260,MD,147,999,376-4292,no,no,0,274.0,92,46.58,231.8,82,19.7,283.6,83,12.76,6.2,1,1.67,0,True,999
1262,MD,125,999,405-1821,no,no,0,224.9,102,38.23,143.8,87,12.22,198.9,105,8.95,8.0,2,2.16,0,False,999
1267,MD,154,999,411-2977,no,no,0,154.5,122,26.27,214.2,71,18.21,178.0,105,8.01,12.0,2,3.24,3,True,999
1268,MD,51,999,378-6986,no,yes,28,276.7,121,47.04,203.7,99,17.31,246.2,88,11.08,8.3,3,2.24,0,False,999
1279,ME,163,999,404-4486,no,no,0,122.4,129,20.81,113.4,108,9.64,180.2,97,8.11,12.5,7,3.38,1,False,999
1283,ME,165,999,350-2012,no,no,0,150.5,75,25.59,193.1,93,16.41,311.6,93,14.02,10.3,2,2.78,1,False,999
1284,ME,82,999,381-9049,no,yes,29,207.2,111,35.22,254.1,137,21.6,169.3,92,7.62,9.5,5,2.57,2,False,999
1285,ME,105,999,402-9982,no,yes,33,209.6,68,35.63,146.9,140,12.49,121.0,131,5.44,10.6,3,2.86,2,False,999
1288,ME,151,999,352-8249,no,yes,26,196.5,98,33.41,175.8,111,14.94,221.8,124,9.98,13.4,5,3.62,0,False,999
1297,ME,80,999,333-7631,no,no,0,322.3,113,54.79,222.0,95,18.87,162.8,123,7.33,6.7,8,1.81,0,True,999
1298,ME,59,999,398-4567,no,no,0,166.3,95,28.27,239.3,87,20.34,123.2,108,5.54,10.0,3,2.7,2,False,999
1302,ME,79,999,415-6578,no,no,0,213.6,110,36.31,234.9,121,19.97,229.6,157,10.33,8.8,3,2.38,2,False,999
1306,ME,118,999,384-8723,yes,yes,21,156.5,122,26.61,209.2,125,17.78,158.7,81,7.14,11.1,3,3.0,4,True,999
1310,ME,23,999,376-9607,no,no,0,113.1,74,19.23,168.8,95,14.35,262.9,126,11.83,6.9,2,1.86,1,True,999
1311,ME,39,999,366-5640,no,no,0,154.1,104,26.2,204.2,112,17.36,196.2,92,8.83,9.8,4,2.65,2,False,999
1313,ME,41,999,399-6642,no,yes,30,191.7,109,32.59,193.0,86,16.41,149.4,93,6.72,11.1,4,3.0,1,False,999
1319,ME,105,999,352-5750,no,no,0,212.0,113,36.04,226.6,128,19.26,193.6,114,8.71,8.9,7,2.4,3,False,999
1324,ME,52,999,380-9674,no,no,0,129.3,80,21.98,142.7,101,12.13,258.3,89,11.62,12.3,4,3.32,3,False,999
1327,ME,88,999,405-5513,no,no,0,85.7,112,14.57,221.6,70,18.84,190.6,75,8.58,11.6,3,3.13,4,True,999
1328,ME,112,999,403-4816,no,no,0,185.4,114,31.52,191.4,119,16.27,144.0,78,6.48,10.0,11,2.7,2,False,999
1336,MI,120,999,409-3786,no,no,0,165.0,100,28.05,317.2,83,26.96,119.2,86,5.36,8.3,8,2.24,1,False,999
1345,MI,112,999,420-1383,no,no,0,243.4,77,41.38,182.1,97,15.48,259.2,94,11.66,12.8,2,3.46,1,False,999
1349,MI,109,999,402-9691,yes,yes,26,217.2,138,36.92,145.5,111,12.37,280.7,76,12.63,9.3,3,2.51,0,False,999
1353,MI,78,999,414-2695,no,no,0,137.4,109,23.36,237.6,49,20.2,206.7,136,9.3,14.0,11,3.78,3,False,999
1358,MI,133,999,387-9137,no,no,0,277.3,138,47.14,228.4,117,19.41,117.3,103,5.28,12.8,4,3.46,2,True,999
1362,MI,81,999,346-1095,no,no,0,166.2,102,28.25,217.6,112,18.5,220.2,68,9.91,13.2,2,3.56,4,False,999
1366,MI,79,999,337-9569,no,no,0,220.9,107,37.55,192.2,97,16.34,161.0,74,7.25,12.2,2,3.29,1,False,999
1367,MI,83,999,333-7460,no,yes,26,226.4,117,38.49,234.7,97,19.95,133.6,82,6.01,10.8,7,2.92,1,False,999
1375,MI,102,999,381-2726,no,no,0,242.2,88,41.17,233.2,89,19.82,188.5,121,8.48,6.2,6,1.67,3,False,999
1376,MI,127,999,357-7875,no,yes,25,203.8,118,34.65,267.1,48,22.7,225.1,105,10.13,7.3,5,1.97,0,False,999
1385,MI,105,999,376-5213,no,no,0,226.9,106,38.57,182.2,77,15.49,203.9,107,9.18,11.6,2,3.13,0,True,999
1388,MI,134,999,369-9772,no,yes,41,162.0,82,27.54,324.7,77,27.6,160.1,112,7.2,11.9,5,3.21,0,False,999
1396,MI,55,999,387-6912,no,yes,20,207.7,91,35.31,199.7,113,16.97,216.5,110,9.74,7.3,1,1.97,1,False,999
1397,MI,148,999,385-1118,yes,no,0,233.5,81,39.7,187.7,71,15.95,122.3,97,5.5,9.6,2,2.59,0,True,999
1406,MI,119,999,335-7324,yes,yes,22,172.1,119,29.26,223.6,133,19.01,150.0,94,6.75,13.9,20,3.75,1,True,999
1411,MN,46,999,355-8887,no,no,0,214.1,72,36.4,164.4,104,13.97,177.5,113,7.99,8.2,3,2.21,2,False,999
1413,MN,53,999,358-3261,no,yes,24,145.7,146,24.77,220.5,136,18.74,249.9,96,11.25,13.1,5,3.54,3,False,999
1414,MN,139,999,374-9107,no,no,0,134.4,106,22.85,211.3,98,17.96,193.6,125,8.71,10.2,2,2.75,5,True,999
1416,MN,81,999,369-2625,no,no,0,198.4,93,33.73,210.9,108,17.93,193.3,71,8.7,10.4,6,2.81,2,False,999
1417,MN,94,999,412-4399,no,no,0,181.5,98,30.86,199.9,88,16.99,287.7,114,12.95,6.6,5,1.78,1,False,999
1419,MN,101,999,361-9923,no,no,0,183.9,115,31.26,255.9,101,21.75,275.0,145,12.38,10.8,11,2.92,1,False,999
1420,MN,51,999,355-9581,no,no,0,259.9,114,44.18,176.2,94,14.98,77.2,112,3.47,15.3,1,4.13,1,False,999
1422,MN,186,999,335-3913,no,yes,26,74.3,107,12.63,177.3,116,15.07,296.3,90,13.33,14.5,3,3.92,2,False,999
1426,MN,179,999,418-9502,no,no,0,170.7,54,29.02,191.1,108,16.24,214.6,107,9.66,13.3,4,3.59,1,False,999
1428,MN,150,999,335-2331,no,no,0,146.3,133,24.87,202.7,95,17.23,234.7,103,10.56,13.1,3,3.54,1,False,999
1436,MN,158,999,372-6623,no,no,0,209.9,112,35.68,221.3,82,18.81,210.0,93,9.45,8.2,3,2.21,1,False,999
1440,MN,122,999,361-7702,no,no,0,140.1,120,23.82,231.4,128,19.67,188.1,127,8.46,11.2,5,3.02,2,False,999
1441,MN,138,999,388-5850,no,no,0,194.3,83,33.03,189.9,97,16.14,232.2,102,10.45,9.0,3,2.43,5,False,999
1464,MN,124,999,371-6284,yes,no,0,157.8,71,26.83,203.2,114,17.27,168.7,82,7.59,10.0,2,2.7,3,True,999
1465,MN,81,999,375-2522,no,no,0,145.6,59,24.75,287.9,131,24.47,181.7,121,8.18,9.2,4,2.48,2,False,999
1467,MN,40,999,350-7114,no,no,0,81.7,123,13.89,210.2,108,17.87,212.0,64,9.54,11.3,3,3.05,6,True,999
1468,MN,79,999,383-4319,no,yes,32,50.6,62,8.6,201.4,87,17.12,146.8,121,6.61,4.2,4,1.13,2,False,999
1476,MN,125,999,390-9735,yes,yes,29,260.8,81,44.34,163.7,112,13.91,271.7,117,12.23,17.0,6,4.59,1,True,999
1485,MN,155,999,374-9531,yes,no,0,250.8,146,42.64,152.5,105,12.96,148.1,104,6.66,10.0,5,2.7,2,False,999
1493,MO,112,999,409-1244,no,yes,36,113.7,117,19.33,157.5,82,13.39,177.6,118,7.99,10.0,3,2.7,2,False,999
1496,MO,123,999,402-6591,no,no,0,206.9,85,35.17,244.7,78,20.8,221.5,136,9.97,7.7,2,2.08,3,False,999
1505,MO,79,999,411-5958,no,no,0,261.7,97,44.49,210.6,48,17.9,256.7,83,11.55,6.0,3,1.62,3,True,999
1518,MO,103,999,372-9816,no,yes,24,111.8,85,19.01,239.6,102,20.37,268.3,81,12.07,6.9,4,1.86,1,False,999
1520,MO,119,999,390-1612,no,yes,32,142.6,77,24.24,208.2,126,17.7,171.0,102,7.69,12.0,2,3.24,3,False,999
1531,MO,110,999,356-4558,no,no,0,222.7,94,37.86,105.8,98,8.99,214.8,78,9.67,13.5,4,3.65,1,False,999
1544,MO,101,999,417-7913,yes,no,0,133.5,51,22.7,219.6,96,18.67,210.0,74,9.45,11.7,4,3.16,1,False,999
1547,MO,101,999,375-3341,yes,no,0,156.4,116,26.59,130.4,114,11.08,207.3,109,9.33,7.3,5,1.97,1,False,999
1548,MO,110,999,338-7305,no,no,0,178.5,124,30.35,146.9,141,12.49,217.1,102,9.77,9.9,7,2.67,1,False,999
1549,MO,174,999,342-5854,no,no,0,235.5,108,40.04,142.3,143,12.1,316.7,131,14.25,12.5,5,3.38,0,False,999
1552,MO,116,999,371-1139,no,no,0,51.1,106,8.69,208.6,137,17.73,198.0,92,8.91,12.3,3,3.32,1,False,999
1560,MS,64,999,402-1942,yes,no,0,236.2,77,40.15,218.6,85,18.58,194.1,97,8.73,13.2,2,3.56,2,True,999
1562,MS,150,999,417-6252,no,no,0,126.0,99,21.42,238.5,73,20.27,285.1,100,12.83,10.2,6,2.75,3,False,999
1565,MS,96,999,420-5990,no,no,0,98.2,100,16.69,307.2,88,26.11,182.5,120,8.21,7.6,1,2.05,2,False,999
1572,MS,66,999,415-3120,no,yes,32,187.8,117,31.93,129.8,90,11.03,132.3,113,5.95,12.0,3,3.24,2,False,999
